Name,Rarity,Attunement,Type,Source,Description,URL,Notes
Staff of Adornment,common,No Attunement,Staff,Xanathar's Guide to Everything,"If you place an object weighing no more than 1 pound (such as a shard of crystal, an egg, or a stone) above the tip of the staff while holding it, the object floats an inch from the staff's tip and remains there until it is removed or until the staff is no longer in your possession. The staff can have up to three such objects floating over its tip at any given time. While holding the staff, you can make one or more of the objects slowly spin or turn in place.
",http://dnd5e.wikidot.com/wondrous-items:staff-of-adornment,
Staff of Birdcalls,common,No Attunement,Staff,Xanathar's Guide to Everything,"This wooden staff is decorated with bird carvings. It has 10 charges. While holding it, you can use an action to expend 1 charge from the staff and cause it to create one of the following sounds out to a range of 60 feet: a finch's chirp, a raven's caw, a duck's quack, a chicken's cluck, a goose's honk, a loon's call, a turkey's gobble, a seagull's cry, an owl's hoot, or an eagle's shriek.
The staff regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff explodes in a harmless cloud of bird feathers and is lost forever.
",http://dnd5e.wikidot.com/wondrous-items:staff-of-birdcalls,
Staff of Flowers,common,No Attunement,Staff,Xanathar's Guide to Everything,"This wooden staff has 10 charges. While holding it, you can use an action to expend 1 charge from the staff and cause a flower to sprout from a patch of earth or soil within 5 feet of you, or from the staff itself. Unless you choose a specific kind of flower, the staff creates a mild-scented daisy. The flower is harmless and nonmagical, and it grows or withers as a normal flower would.
The staff regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff turns into flower petals and is lost forever.
",http://dnd5e.wikidot.com/wondrous-items:staff-of-flowers,
Strixhaven Pennant,Common,No Attunement,Wondrous Item,trixhaven: A Curriculum of Chaos,"This magic pennant bears the symbol of Strixhaven or one of its colleges: Lorehold, Prismari, Quandrix, Silverquill, or Witherbloom. While you wave the pennant, the symbol on it glitters, and the pennant sheds bright light in a 10-foot radius and dim light for an additional 10 feet.
",http://dnd5e.wikidot.com/wondrous-items:strixhaven-pennant,
Talking Doll,common,requires attunement,Wondrous item,Xanathar's Guide to Everything,"While this stuffed doll is within 5 feet of you, you can spend a short rest telling it to say up to six phrases, none of which can be more than six words long, and set a condition under which the doll speaks each phrase. You can also replace old phrases with new ones. Whatever the condition, it must occur within 5 feet of the doll to make it speak. For example, whenever someone picks up the doll, it might say, &quot;I want a piece of candy.&quot; The doll's phrases are lost when your attunement to the doll ends.
",http://dnd5e.wikidot.com/wondrous-items:talking-doll,
Tankard of Sobriety,common,No Attunement,Wondrous item,Xanathar's Guide to Everything,"This tankard has a stern face sculpted into one side. You can drink ale, wine, or any other nonmagical alcoholic beverage poured into it without becoming inebriated. The tankard has no effect on magical liquids or harmful substances such as poison.
",http://dnd5e.wikidot.com/wondrous-items:tankard-of-sobriety,
Thermal Cube,common,No Attunement,Wondrous item,Icewind Dale - Rime of the Frostmaiden,"This 3-inch cube of solid brimstone generates enough dry heat to keep the temperature within 15 feet of it at 95 degrees Fahrenheit (35 degrees Celsius).
",http://dnd5e.wikidot.com/wondrous-items:thermal-cube,
Unbreakable Arrow,common,No Attunement,Weapon (arrow),Xanathar's Guide to Everything,"This arrow can't be broken, except when it is within an Antimagic Field.
",http://dnd5e.wikidot.com/wondrous-items:unbreakable-arrow,
Veteran's Cane,common,No Attunement,Wondrous item,Xanathar's Guide to Everything,"When you grasp this walking cane and use a bonus action to speak the command word, it transforms into an ordinary longsword and ceases to be magical.
",http://dnd5e.wikidot.com/wondrous-items:veterans-cane,
Vox Seeker,common,No Attunement,Wondrous item,Explorer's Guide to Wildemount,"This clockwork device resembles a metal crab the size of a dinner plate. Every action used to wind up the device allows it to operate for 1 minute, to a maximum of 10 minutes. While operational, the item uses the accompanying vox seeker stat block. This automaton is under the DM's control. A vox seeker reduced to 0 hit points is destroyed.
",http://dnd5e.wikidot.com/wondrous-items:vox-seeker,"Needs manual intervention, has a table. "
Walloping Ammunition,common,No Attunement,Weapon (any ammunition),Xanathar's Guide to Everything,"This ammunition packs a wallop. A creature hit by the ammunition must succeed on a DC 10 Strength saving throw or be knocked prone.
",http://dnd5e.wikidot.com/wondrous-items:walloping-ammunition,
Wand of Conducting,common,No Attunement,Wand,Xanathar's Guide to Everything,"This wand has 3 charges. While holding it, you can use an action to expend 1 of its charges and create orchestral music by waving it around. The music can be heard out to a range of 60 feet and ends when you stop waving the wand.
The wand regains all expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, a sad tuba sound plays as the wand crumbles to dust and is destroyed.
",http://dnd5e.wikidot.com/wondrous-items:wand-of-conducting,
Wand of Pyrotechnics,common,No Attunement,Wand,Xanathar's Guide to Everything,"This wand has 7 charges. While holding it, you can use an action to expend 1 of its charges and create a harmless burst of multicolored light at a point you can see up to 60 feet away. The burst of light is accompanied by a crackling noise that can be heard up to 300 feet away. The light is as bright as a torch flame but lasts only a second.
The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand erupts in a harmless pyrotechnic display and is destroyed.
",http://dnd5e.wikidot.com/wondrous-items:wand-of-pyrotechnics,
Wand of Scowls,common,No Attunement,Wand,Xanathar's Guide to Everything,"This wand has 3 charges. While holding it, you can use an action to expend 1 of its charges and target a humanoid you can see within 30 feet of you. The target must succeed on a DC 10 Charisma saving throw or be forced to scowl for 1 minute.
The wand regains all expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand transforms into a Wand of Smiles.
",http://dnd5e.wikidot.com/wondrous-items:wand-of-scowls,
Wand of Smiles,common,No Attunement,Wand,Xanathar's Guide to Everything,"This wand has 3 charges. While holding it, you can use an action to expend 1 of its charges and target a humanoid you can see within 30 feet of you. The target must succeed on a DC 10 Charisma saving throw or be forced to smile for 1 minute.
The wand regains all expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand transforms into a Wand of Scowls.
",http://dnd5e.wikidot.com/wondrous-items:wand-of-smiles,
Wand Sheath,common,requires attunement by a warforged,Wondrous item,Eberron - Rising from the Last War,"A wand sheath clamps onto your arm and imparts the following benefits:
If a sheathed wand requires attunement, you must attune to the wand before you can use it. However, the wand sheath and the attached wand count as a single magic item with regard to the number of magic items you can attune to. If you remove the wand from the sheath, your attunement to the wand ends.
",http://dnd5e.wikidot.com/wondrous-items:wand-sheath,
Adamantine Armor,uncommon,No Attunement,"Armor (medium  heavy, but not hide)",Dungeon Master's Guide,"This suit of armor is reinforced with adamantine, one of the hardest substances in existence. While you're wearing it, any critical hit against you becomes a normal hit.
",http://dnd5e.wikidot.com/wondrous-items:adamantine-armor,
Alchemy Jug,uncommon,No Attunement,Wondrous item,Dungeon Master's Guide,"This ceramic jug appears to be able to hold a gallon of liquid and weighs 12 pounds whether full or empty. Sloshing sounds can be heard from within the jug when it is shaken, even if the jug is empty.
You can use an action and name one liquid from the table below to cause the jug to produce the chosen liquid. Afterward, you can uncork the jug as an action and pour that liquid out, up to 2 gallons per minute. The maximum amount of liquid the jug can produce depends on the liquid you named.
Once the jug starts producing a liquid, it can't produce a different one, or more of one that has reached its maximum, until the next dawn.
",http://dnd5e.wikidot.com/wondrous-items:alchemy-jug,"Needs manual intervention, has a table. "
